"HM_GL_IN_OR_RISK_CAT_COUNT_ID","HM_GL_IN_OVERSIGHT_REPORTS_ID","RISK_CATEGORY","RISK_CATEGORY_COUNT"
22967964,2710285,"Data",1
22967965,2710285,"Essential Documents",1
22967966,2710285,"Site Qualifications",3
22957203,2710286,"Data",4
22957204,2710286,"Essential Documents",2
22957205,2710286,"Site Qualifications",2
22909572,2712059,"Alliance Partner/Ven",3
22909573,2712059,"Data",7
22909574,2712059,"Essential Documents",3
22909575,2712059,"Informed Consent Doc",1
22909576,2712059,"Investigational Prod",2
22909577,2712059,"Other",1
22909578,2712059,"Safety",2
22909579,2712059,"Site Qualifications",5
22923279,2712060,"Alliance Partner/Ven",2
22923280,2712060,"Data",1
22923281,2712060,"Essential Documents",3
22923282,2712060,"Informed Consent Doc",1
22923283,2712060,"Investigational Prod",2
22923284,2712060,"Safety",2
22923285,2712060,"Site Qualifications",1
22911863,2712061,"Alliance Partner/Ven",1
22911864,2712061,"Data",3
22911865,2712061,"Essential Documents",1
22911866,2712061,"Inclusion/Exclusion ",1
22911867,2712061,"Informed Consent Doc",1
22911868,2712061,"Other",2
22911869,2712061,"Safety",1
22932877,2712062,"Data",2
22932878,2712062,"Essential Documents",3
22932879,2712062,"Informed Consent Doc",1
22932880,2712062,"Safety",3
22932881,2712062,"Site Qualifications",2
22908419,2712063,"Alliance Partner/Ven",2
22908420,2712063,"Data",1
22908421,2712063,"Essential Documents",5
22908422,2712063,"Safety",1
22908423,2712063,"Site Qualifications",1
22969399,2712064,"Data",2
22969400,2712064,"Essential Documents",2
22969401,2712064,"Investigational Prod",1
22969402,2712064,"Safety",1
22941743,2710287,"Essential Documents",1
22929045,2710288,"Data",1
22929046,2710288,"Inclusion/Exclusion ",1
22929047,2710288,"Informed Consent Doc",3
22929048,2710288,"Other",1
22929049,2710288,"Site Qualifications",1
22916336,2710289,"Data",2
22916337,2710289,"Informed Consent Doc",1
22958355,2710290,"Inclusion/Exclusion ",1
22958356,2710290,"Informed Consent Doc",1
22958357,2710290,"Investigational Prod",1
22958358,2710290,"Other",1
22927056,2710292,"Data",2
22927057,2710292,"Essential Documents",5
22927058,2710292,"Inclusion/Exclusion ",1
22927059,2710292,"Investigational Prod",2
22925637,2710293,"Alliance Partner/Ven",1
22925638,2710293,"Data",4
22925639,2710293,"Essential Documents",6
22925640,2710293,"Inclusion/Exclusion ",1
22925641,2710293,"Informed Consent Doc",4
22925642,2710293,"Investigational Prod",2
22925643,2710293,"Safety",2
22925644,2710293,"Site Qualifications",4
22958846,2710294,"Data",2
22958847,2710294,"Essential Documents",1
22958848,2710294,"Inclusion/Exclusion ",1
22958849,2710294,"Investigational Prod",3
22958850,2710294,"Other",2
22958851,2710294,"Safety",1
22958852,2710294,"Site Qualifications",2
22924885,2710295,"Essential Documents",1
22924886,2710295,"Informed Consent Doc",3
22924887,2710295,"Investigational Prod",2
22924888,2710295,"Site Qualifications",4
22924889,2710295,"Subject Visits Revie",1
22947729,2712085,"Essential Documents",1
22947730,2712085,"Investigational Prod",1
22947731,2712085,"Other",5
22947732,2712085,"Safety",2
22947733,2712085,"Site Qualifications",1
22907805,2712086,"Inclusion/Exclusion ",1
22907806,2712086,"Informed Consent Doc",1
22907807,2712086,"Investigational Prod",1
22911177,2712087,"Site Qualifications",2
22915488,2712088,"Data",2
22915489,2712088,"Essential Documents",6
22915490,2712088,"Informed Consent Doc",2
22915491,2712088,"Investigational Prod",2
22919817,2712089,"Data",3
22919818,2712089,"Inclusion/Exclusion ",2
22919819,2712089,"Other",2
22919820,2712089,"Primary Objective(s)",2
22919821,2712089,"Safety",1
22922674,2712090,"Essential Documents",1
22922675,2712090,"Inclusion/Exclusion ",1
22922676,2712090,"Safety",3
22922677,2712090,"Site Qualifications",1
22960670,2712091,"Data",5
22960671,2712091,"Essential Documents",3
22960672,2712091,"Informed Consent Doc",1
22949719,2712093,"Data",3
22949720,2712093,"Essential Documents",9
22928420,2712094,"Data",3
22928421,2712094,"Informed Consent Doc",2
22917547,2710926,"Data",2
22917548,2710926,"Essential Documents",3
22917549,2710926,"Informed Consent Doc",2
22917550,2710926,"Other",2
22957542,2710927,"Data",1
22957543,2710927,"Essential Documents",1
22957544,2710927,"Site Qualifications",1
22933621,2710928,"Data",1
22933622,2710928,"Essential Documents",2
22929043,2710929,"Essential Documents",1
22929044,2710929,"Site Qualifications",2
22933725,2710930,"Data",3
22933726,2710930,"Investigational Prod",1
22922419,2710931,"Essential Documents",1
22922420,2710931,"Inclusion/Exclusion ",1
22922421,2710931,"Investigational Prod",1
22922422,2710931,"Site Qualifications",1
22959904,2710933,"Data",1
22959905,2710933,"Investigational Prod",1
22959906,2710933,"Site Qualifications",3
22917131,2710934,"Alliance Partner/Ven",1
22917132,2710934,"Essential Documents",2
22917133,2710934,"Informed Consent Doc",1
22917134,2710934,"Investigational Prod",1
22917135,2710934,"Other",1
22917136,2710934,"Safety",1
22957155,2710937,"Data",2
22957156,2710937,"Informed Consent Doc",2
22957157,2710937,"Investigational Prod",2
22963945,2710938,"Data",2
22963946,2710938,"Investigational Prod",1
22948467,2710940,"Essential Documents",2
22948468,2710940,"Safety",2
22948469,2710940,"Site Qualifications",1
22955173,2710941,"Data",2
22955174,2710941,"Essential Documents",1
22955175,2710941,"Other",1
22955176,2710941,"Safety",1
22955177,2710941,"Site Qualifications",1
22957147,2710942,"Informed Consent Doc",2
22923724,2710960,"Data",4
22923725,2710960,"Essential Documents",1
22923726,2710960,"Investigational Prod",1
22923727,2710960,"Site Qualifications",1
22958259,2710961,"Data",7
22958260,2710961,"Essential Documents",2
22958261,2710961,"Inclusion/Exclusion ",1
22958262,2710961,"Informed Consent Doc",3
22958263,2710961,"Investigational Prod",1
22958264,2710961,"Site Qualifications",1
22952527,2710962,"Data",2
22952528,2710962,"Essential Documents",2
22952529,2710962,"Inclusion/Exclusion ",1
22952530,2710962,"Informed Consent Doc",2
22952531,2710962,"Other",3
22952532,2710962,"Site Qualifications",2
22915283,2710963,"Data",3
22915284,2710963,"Essential Documents",2
22915285,2710963,"Informed Consent Doc",1
22915286,2710963,"Safety",1
22907666,2710964,"Data",3
22907667,2710964,"Essential Documents",2
22907668,2710964,"Informed Consent Doc",2
22907669,2710964,"Investigational Prod",2
22907670,2710964,"Other",2
22907671,2710964,"Site Qualifications",1
22952870,2710965,"Essential Documents",2
22952871,2710965,"Informed Consent Doc",1
22952872,2710965,"Safety",1
22952873,2710965,"Site Qualifications",1
22920661,2710966,"Data",4
22920662,2710966,"Essential Documents",2
22945471,2711630,"Essential Documents",2
22945472,2711630,"Investigational Prod",1
22945473,2711630,"Other",1
22945474,2711630,"Site Qualifications",1
22920528,2710408,"Site Qualifications",1
22916389,2710409,"Alliance Partner/Ven",1
22916390,2710409,"Data",1
22916391,2710409,"Site Qualifications",1
22928314,2710410,"Alliance Partner/Ven",2
22928315,2710410,"Data",3
22928316,2710410,"Essential Documents",1
22928317,2710410,"Inclusion/Exclusion ",1
22928318,2710410,"Investigational Prod",3
22928319,2710410,"Other",1
22956666,2710411,"Data",3
22956667,2710411,"Inclusion/Exclusion ",1
22956668,2710411,"Safety",1
22923701,2710412,"Data",1
22923702,2710412,"Other",1
22923703,2710412,"Safety",2
22923704,2710412,"Site Qualifications",1
22924940,2710414,"Alliance Partner/Ven",1
22924941,2710414,"Data",1
22924942,2710414,"Inclusion/Exclusion ",1
22924943,2710414,"Informed Consent Doc",1
22924944,2710414,"Investigational Prod",1
22924945,2710414,"Site Qualifications",1
22945116,2710415,"Data",1
22926401,2710416,"Data",1
22926402,2710416,"Essential Documents",1
22926403,2710416,"Site Qualifications",2
22952015,2710417,"Alliance Partner/Ven",1
22952016,2710417,"Data",1
22952017,2710417,"Essential Documents",2
22952018,2710417,"Site Qualifications",1
22950326,2710418,"Data",1
22950327,2710418,"Investigational Prod",1
22950328,2710418,"Other",2
22950329,2710418,"Site Qualifications",2
22957990,2710419,"Data",3
22957991,2710419,"Essential Documents",2
22957992,2710419,"Informed Consent Doc",3
22957993,2710419,"Investigational Prod",1
22957994,2710419,"Site Qualifications",2
22912186,2710420,"Alliance Partner/Ven",2
22912187,2710420,"Data",2
22912188,2710420,"Essential Documents",3
22912189,2710420,"Inclusion/Exclusion ",1
22912190,2710420,"Investigational Prod",1
22912191,2710420,"Other",3
22912192,2710420,"Site Qualifications",4
22911975,2710421,"Data",4
22911976,2710421,"Essential Documents",2
22911977,2710421,"Inclusion/Exclusion ",1
22911978,2710421,"Investigational Prod",1
22911979,2710421,"Other",1
22911980,2710421,"Safety",3
22911981,2710421,"Site Qualifications",1
22953397,2710422,"Alliance Partner/Ven",2
22953398,2710422,"Data",2
22953399,2710422,"Essential Documents",2
22953400,2710422,"Other",1
22933388,2710423,"Alliance Partner/Ven",2
22933389,2710423,"Data",1
22933390,2710423,"Essential Documents",2
22933391,2710423,"Informed Consent Doc",1
22933392,2710423,"Investigational Prod",1
22933393,2710423,"Safety",1
22933394,2710423,"Site Qualifications",1
22932295,2710424,"Data",1
22932296,2710424,"Essential Documents",2
22932297,2710424,"Informed Consent Doc",1
22910959,2710425,"Alliance Partner/Ven",2
22910960,2710425,"Data",1
22910961,2710425,"Essential Documents",2
22910962,2710425,"Informed Consent Doc",1
22910963,2710425,"Investigational Prod",1
22910964,2710425,"Safety",1
22910965,2710425,"Site Qualifications",1
22927300,2710426,"Alliance Partner/Ven",1
22927301,2710426,"Data",1
22927302,2710426,"Essential Documents",2
22927303,2710426,"Informed Consent Doc",1
22927304,2710426,"Safety",3
22915511,2710427,"Alliance Partner/Ven",3
22915512,2710427,"Data",1
22915513,2710427,"Essential Documents",2
22915514,2710427,"Informed Consent Doc",4
22915515,2710427,"Investigational Prod",2
22915516,2710427,"Other",2
22915517,2710427,"Safety",1
22915518,2710427,"Site Qualifications",1
22921485,2712222,"Data",2
22921486,2712222,"Essential Documents",1
22921487,2712222,"Informed Consent Doc",1
22921488,2712222,"Investigational Prod",2
22921489,2712222,"Safety",1
22921490,2712222,"Site Qualifications",1
22930386,2712225,"Data",1
22930387,2712225,"Informed Consent Doc",1
22930388,2712225,"Site Qualifications",1
22915493,2712226,"Data",1
22915494,2712226,"Investigational Prod",1
22958345,2712227,"Data",1
22958346,2712227,"Investigational Prod",1
22932809,2712228,"Essential Documents",1
22932810,2712228,"Investigational Prod",1
22932811,2712228,"Site Qualifications",1
22931986,2712230,"Alliance Partner/Ven",2
22931987,2712230,"Data",4
22931988,2712230,"Site Qualifications",4
22921491,2712232,"Data",1
22921492,2712232,"Investigational Prod",1
22921493,2712232,"Other",1
22921494,2712232,"Site Qualifications",1
22917711,2712234,"Data",6
22917712,2712234,"Essential Documents",4
22917713,2712234,"Informed Consent Doc",1
22955290,2712235,"Alliance Partner/Ven",1
22955291,2712235,"Data",3
22955292,2712235,"Essential Documents",1
22910770,2712236,"Essential Documents",7
22955613,2712237,"Data",1
22955614,2712237,"Essential Documents",1
22955615,2712237,"Informed Consent Doc",1
22944465,2711768,"Alliance Partner/Ven",1
22944466,2711768,"Essential Documents",3
22944467,2711768,"Informed Consent Doc",2
22944468,2711768,"Site Qualifications",1
22908021,2712261,"Essential Documents",3
22908022,2712261,"Investigational Prod",1
22908023,2712261,"Site Qualifications",2
22920534,2712262,"Essential Documents",2
22951848,2712264,"Alliance Partner/Ven",1
22951849,2712264,"Essential Documents",1
22951850,2712264,"Investigational Prod",2
22958224,2712265,"Essential Documents",8
22958225,2712265,"Investigational Prod",1
22913771,2712266,"Alliance Partner/Ven",2
22913772,2712266,"Data",1
22913773,2712266,"Informed Consent Doc",3
22913774,2712266,"Investigational Prod",1
22925326,2712267,"Data",1
22953953,2712268,"Alliance Partner/Ven",1
22953954,2712268,"Safety",1
22953955,2712268,"Site Qualifications",1
22933199,2712269,"Alliance Partner/Ven",1
22933200,2712269,"Site Qualifications",1
22919022,2712273,"Data",9
22919023,2712273,"Essential Documents",2
22957906,2712274,"Data",8
22957907,2712274,"Essential Documents",4
22913079,2712275,"Data",2
22913080,2712275,"Essential Documents",1
22913081,2712275,"Investigational Prod",1
22913082,2712275,"Site Qualifications",2
22954406,2711245,"Data",1
22954407,2711245,"Essential Documents",3
22954408,2711245,"Informed Consent Doc",3
22954409,2711245,"Investigational Prod",1
22954410,2711245,"Safety",2
22908873,2711246,"Data",6
22908874,2711246,"Essential Documents",1
22908875,2711246,"Informed Consent Doc",1
22908876,2711246,"Site Qualifications",1
22929972,2711247,"Essential Documents",3
22929687,2711248,"Essential Documents",2
22929688,2711248,"Informed Consent Doc",3
22929689,2711248,"Investigational Prod",1
22929690,2711248,"Safety",1
22968987,2711249,"Essential Documents",4
22968988,2711249,"Informed Consent Doc",1
22925288,2711250,"Data",2
22925289,2711250,"Essential Documents",2
22932891,2711251,"Alliance Partner/Ven",1
22932892,2711251,"Informed Consent Doc",1
22932893,2711251,"Safety",3
22923270,2711252,"Essential Documents",2
22953520,2711254,"Data",1
22953521,2711254,"Essential Documents",2
22953522,2711254,"Other",1
22916940,2711255,"Data",1
22916941,2711255,"Essential Documents",3
22916942,2711255,"Informed Consent Doc",1
22916943,2711255,"Other",1
22916944,2711255,"Site Qualifications",4
22915974,2711256,"Data",1
22915975,2711256,"Essential Documents",1
22915976,2711256,"Investigational Prod",1
22915977,2711256,"Site Qualifications",1
22951612,2711257,"Essential Documents",1
22951613,2711257,"Site Qualifications",3
22935465,2711258,"Data",1
22935466,2711258,"Essential Documents",2
22935467,2711258,"Informed Consent Doc",2
22935468,2711258,"Investigational Prod",1
22935469,2711258,"Site Qualifications",3
22909340,2710115,"Data",10
22909341,2710115,"Essential Documents",4
22909342,2710115,"Informed Consent Doc",2
22914041,2710116,"Data",2
22914042,2710116,"Site Qualifications",1
22911000,2710117,"Data",7
22911001,2710117,"Essential Documents",4
22911002,2710117,"Informed Consent Doc",2
22911003,2710117,"Investigational Prod",1
22955760,2710118,"Data",1
22955761,2710118,"Essential Documents",2
22955762,2710118,"Investigational Prod",1
22955763,2710118,"Site Qualifications",3
22956858,2711958,"Data",4
22956859,2711958,"Essential Documents",1
22956860,2711958,"Informed Consent Doc",1
22956861,2711958,"Investigational Prod",1
22954446,2711959,"Data",5
22954447,2711959,"Inclusion/Exclusion ",1
22954448,2711959,"Informed Consent Doc",1
22943977,2709870,"Informed Consent Doc",1
22939666,2714126,"Data",1
22939667,2714126,"Essential Documents",2
22939668,2714126,"Safety",2
22950539,2714429,"Informed Consent Doc",1
22950540,2714429,"Investigational Prod",2
22963442,2714431,"Site Qualifications",6
22942987,2714432,"Alliance Partner/Ven",1
22942988,2714432,"Essential Documents",2
22942989,2714432,"Investigational Prod",1
22947888,2714433,"Data",9
22947889,2714433,"Essential Documents",5
22969915,2714434,"Inclusion/Exclusion ",2
22969916,2714434,"Other",1
22969917,2714434,"Site Qualifications",2
22920741,2714435,"Essential Documents",1
22920742,2714435,"Informed Consent Doc",1
22920743,2714435,"Other",2
22920744,2714435,"Safety",1
22932887,2714436,"Alliance Partner/Ven",2
22932888,2714436,"Data",10
22932889,2714436,"Essential Documents",5
22932890,2714436,"Informed Consent Doc",2
22964551,2714437,"Other",2
22963788,2714440,"Data",5
22963789,2714440,"Essential Documents",3
22963790,2714440,"Informed Consent Doc",2
22963791,2714440,"Other",5
22963792,2714440,"Safety",2
22963312,2714441,"Data",3
22963313,2714441,"Essential Documents",3
22963314,2714441,"Informed Consent Doc",1
22963315,2714441,"Safety",2
22963738,2714442,"Data",4
22963739,2714442,"Essential Documents",3
22963740,2714442,"Other",2
22963741,2714442,"Safety",2
22924386,2714443,"Data",2
22924387,2714443,"Informed Consent Doc",1
22959031,2714445,"Alliance Partner/Ven",1
22959032,2714445,"Data",4
22959033,2714445,"Informed Consent Doc",3
22959034,2714445,"Investigational Prod",1
22959035,2714445,"Safety",3
22959036,2714445,"Site Qualifications",3
22912875,2714446,"Investigational Prod",1
22968564,2714447,"Data",11
22968565,2714447,"Essential Documents",1
22963987,2714201,"Essential Documents",1
22963988,2714201,"Informed Consent Doc",1
22963989,2714201,"Safety",2
22957761,2714460,"Investigational Prod",1
22909990,2714461,"Data",1
22909991,2714461,"Essential Documents",3
22909992,2714461,"Other",1
22960612,2714659,"Data",1
22960613,2714659,"Essential Documents",1
22922440,2714660,"Data",1
22922441,2714660,"Essential Documents",6
22956582,2714661,"Data",2
22956583,2714661,"Informed Consent Doc",1
22956584,2714661,"Investigational Prod",1
22935808,2714662,"Data",1
22935809,2714662,"Informed Consent Doc",1
22935810,2714662,"Investigational Prod",1
22935811,2714662,"Site Qualifications",1
22942521,2714490,"Data",3
22942522,2714490,"Essential Documents",2
22942523,2714490,"Investigational Prod",1
22917746,2714631,"Informed Consent Doc",2
22917747,2714631,"Safety",1
22960285,2714634,"Inclusion/Exclusion ",2
22960286,2714634,"Informed Consent Doc",2
22960287,2714634,"Investigational Prod",1
22960288,2714634,"Other",6
22960289,2714634,"Site Qualifications",1
22943556,2714249,"Alliance Partner/Ven",1
22943557,2714249,"Data",2
22943558,2714249,"Essential Documents",1
22943559,2714249,"Investigational Prod",2
22943560,2714249,"Safety",3
22952536,2714250,"Data",1
22952537,2714250,"Essential Documents",1
22952538,2714250,"Investigational Prod",1
22959178,2714251,"Data",3
22959179,2714251,"Essential Documents",2
22959180,2714251,"Other",2
22959181,2714251,"Safety",2
22952591,2714252,"Data",2
22952592,2714252,"Essential Documents",2
22952593,2714252,"Safety",1
22963443,2714253,"Informed Consent Doc",3
22963444,2714253,"Safety",2
22952075,2714254,"Alliance Partner/Ven",1
22952076,2714254,"Data",1
22952077,2714254,"Essential Documents",1
22952078,2714254,"Informed Consent Doc",2
22952079,2714254,"Safety",1
22952080,2714254,"Site Qualifications",1
22913741,2714532,"Alliance Partner/Ven",1
22913742,2714532,"Data",1
22913743,2714532,"Inclusion/Exclusion ",1
22913744,2714532,"Other",1
22956394,2714316,"Other",2
22956395,2714316,"Site Qualifications",1
22932755,2714335,"Data",1
22932756,2714335,"Essential Documents",2
22932757,2714335,"Informed Consent Doc",1
22932758,2714335,"Safety",1
22930391,2714336,"Alliance Partner/Ven",1
22930392,2714336,"Data",3
22930393,2714336,"Essential Documents",4
22930394,2714336,"Investigational Prod",3
22930395,2714336,"Other",2
22930396,2714336,"Safety",1
22930397,2714336,"Site Qualifications",2
22956524,2714337,"Alliance Partner/Ven",2
22956525,2714337,"Data",6
22956526,2714337,"Essential Documents",2
22956527,2714337,"Informed Consent Doc",1
22956528,2714337,"Safety",3
22956529,2714337,"Site Qualifications",3
22945055,2714095,"Essential Documents",2
22945056,2714095,"Investigational Prod",2
22945057,2714095,"Site Qualifications",3
22935711,2714347,"Data",1
22935712,2714347,"Essential Documents",1
22935713,2714347,"Site Qualifications",1
22910279,2714348,"Investigational Prod",2
22910280,2714348,"Other",2
22910281,2714348,"Site Qualifications",2
22924009,2714357,"Data",1
22924010,2714357,"Essential Documents",1
22914444,2713941,"Essential Documents",3
22914445,2713941,"Site Qualifications",2
22916884,2713942,"Data",6
22916885,2713942,"Investigational Prod",1
22916886,2713942,"Safety",2
22916887,2713942,"Site Qualifications",2
22959537,2712586,"Data",1
22959538,2712586,"Essential Documents",3
22911792,2712587,"Data",6
22958379,2712589,"Essential Documents",6
22958380,2712589,"Informed Consent Doc",1
22923453,2712590,"Informed Consent Doc",1
22923454,2712590,"Site Qualifications",1
22931956,2712591,"Data",1
22931957,2712591,"Essential Documents",1
22931958,2712591,"Informed Consent Doc",1
22931959,2712591,"Site Qualifications",1
22954756,2713180,"Alliance Partner/Ven",3
22954757,2713180,"Data",2
22934852,2713186,"Data",6
22934853,2713186,"Essential Documents",2
22934854,2713186,"Inclusion/Exclusion ",1
22934855,2713186,"Investigational Prod",3
22921595,2713187,"Data",3
22921596,2713187,"Essential Documents",3
22921597,2713187,"Inclusion/Exclusion ",1
22921598,2713187,"Investigational Prod",1
22921599,2713187,"Other",2
22921600,2713187,"Site Qualifications",4
22957021,2713188,"Alliance Partner/Ven",1
22957022,2713188,"Data",4
22957023,2713188,"Essential Documents",2
22957024,2713188,"Informed Consent Doc",4
22957025,2713188,"Investigational Prod",4
22957026,2713188,"Other",1
22957027,2713188,"Safety",1
22957028,2713188,"Site Qualifications",2
22916868,2713190,"Alliance Partner/Ven",1
22916869,2713190,"Data",3
22916870,2713190,"Other",2
22916871,2713190,"Site Qualifications",3
22934616,2713195,"Essential Documents",1
22934617,2713195,"Informed Consent Doc",2
22934618,2713195,"Other",1
22934619,2713195,"Site Qualifications",3
22954306,2713196,"Data",3
22954307,2713196,"Site Qualifications",1
22911512,2713197,"Data",2
22914282,2713198,"Data",2
22914283,2713198,"Essential Documents",2
22914284,2713198,"Informed Consent Doc",1
22914285,2713198,"Other",1
22914286,2713198,"Safety",1
22910270,2713200,"Data",3
22910271,2713200,"Essential Documents",2
22910272,2713200,"Safety",1
22910273,2713200,"Site Qualifications",2
22920543,2713203,"Data",1
22920544,2713203,"Essential Documents",2
22920545,2713203,"Informed Consent Doc",1
22920546,2713203,"Investigational Prod",1
22920547,2713203,"Other",1
22920548,2713203,"Safety",2
22921507,2713955,"Data",2
22921508,2713955,"Essential Documents",3
22921509,2713955,"Inclusion/Exclusion ",2
22921510,2713955,"Informed Consent Doc",3
22921511,2713955,"Investigational Prod",1
22921512,2713955,"Other",1
22921513,2713955,"Site Qualifications",3
22950726,2713956,"Data",3
22950727,2713956,"Essential Documents",1
22950728,2713956,"Informed Consent Doc",1
22950729,2713956,"Investigational Prod",1
22931301,2713957,"Informed Consent Doc",1
22931302,2713957,"Investigational Prod",1
22969036,2713963,"Essential Documents",2
22969037,2713963,"Informed Consent Doc",1
22969038,2713963,"Site Qualifications",1
22948163,2713964,"Data",5
22948164,2713964,"Other",1
22952262,2713968,"Data",3
22952263,2713968,"Essential Documents",2
22952264,2713968,"Investigational Prod",2
22924363,2712619,"Essential Documents",3
22924364,2712619,"Informed Consent Doc",2
22924365,2712619,"Investigational Prod",1
22952296,2712620,"Alliance Partner/Ven",1
22952297,2712620,"Site Qualifications",1
22934228,2712625,"Data",2
22934229,2712625,"Essential Documents",1
22934230,2712625,"Investigational Prod",3
22950680,2712634,"Alliance Partner/Ven",2
22950681,2712634,"Data",3
22950682,2712634,"Essential Documents",2
22950683,2712634,"Safety",4
22953239,2712635,"Essential Documents",9
22953240,2712635,"Informed Consent Doc",1
22953241,2712635,"Investigational Prod",3
22959908,2712636,"Data",5
22959909,2712636,"Essential Documents",2
22959910,2712636,"Inclusion/Exclusion ",1
22959911,2712636,"Safety",1
22949473,2712637,"Informed Consent Doc",1
22926860,2712638,"Essential Documents",1
22926861,2712638,"Informed Consent Doc",6
22926862,2712638,"Site Qualifications",1
22922514,2712639,"Data",1
22922515,2712639,"Essential Documents",2
22926018,2712640,"Investigational Prod",1
22926019,2712640,"Site Qualifications",1
22955352,2712641,"Data",2
22955353,2712641,"Essential Documents",1
22955354,2712641,"Informed Consent Doc",2
22955355,2712641,"Safety",1
22955356,2712641,"Site Qualifications",1
22927974,2712642,"Essential Documents",2
22927975,2712642,"Informed Consent Doc",1
22927976,2712642,"Safety",1
22944248,2712643,"Data",5
22944249,2712643,"Investigational Prod",2
22944250,2712643,"Other",2
22952504,2712645,"Data",2
22952505,2712645,"Essential Documents",1
22943615,2712646,"Alliance Partner/Ven",1
22943616,2712646,"Data",6
22943617,2712646,"Essential Documents",1
22943618,2712646,"Investigational Prod",1
22954362,2712647,"Data",4
22968202,2712648,"Data",2
22968203,2712648,"Essential Documents",3
22968204,2712648,"Inclusion/Exclusion ",2
22968205,2712648,"Other",2
22968206,2712648,"Site Qualifications",3
22963982,2712650,"Data",3
22963983,2712650,"Essential Documents",2
22963984,2712650,"Investigational Prod",2
22963985,2712650,"Safety",1
22963986,2712650,"Site Qualifications",1
22926386,2712651,"Data",2
22926387,2712651,"Investigational Prod",1
22926388,2712651,"Other",1
22935008,2712652,"Data",2
22935009,2712652,"Essential Documents",1
22935010,2712652,"Other",2
22935011,2712652,"Safety",1
22935012,2712652,"Site Qualifications",1
22939992,2712653,"Alliance Partner/Ven",1
22939993,2712653,"Data",3
22939994,2712653,"Essential Documents",3
22939995,2712653,"Inclusion/Exclusion ",1
22939996,2712653,"Informed Consent Doc",1
22939997,2712653,"Investigational Prod",2
22939998,2712653,"Other",2
22939999,2712653,"Safety",1
22940000,2712653,"Site Qualifications",1
22954555,2712654,"Data",3
22954556,2712654,"Essential Documents",2
22954557,2712654,"Informed Consent Doc",1
22954558,2712654,"Safety",1
22954559,2712654,"Site Qualifications",2
22951030,2712655,"Data",3
22951031,2712655,"Essential Documents",2
22951032,2712655,"Site Qualifications",1
22953369,2712656,"Data",1
22953370,2712656,"Informed Consent Doc",1
22953371,2712656,"Site Qualifications",2
22929834,2712657,"Data",5
22929835,2712657,"Essential Documents",2
22929836,2712657,"Informed Consent Doc",3
22929837,2712657,"Safety",1
22929838,2712657,"Site Qualifications",3
22924541,2713263,"Data",7
22924542,2713263,"Essential Documents",2
22924543,2713263,"Inclusion/Exclusion ",2
22924544,2713263,"Informed Consent Doc",2
22924545,2713263,"Investigational Prod",3
22924546,2713263,"Site Qualifications",1
22956650,2713264,"Data",4
22956651,2713264,"Essential Documents",5
22956652,2713264,"Informed Consent Doc",3
22956653,2713264,"Investigational Prod",1
22956654,2713264,"Other",1
22913210,2713265,"Alliance Partner/Ven",1
22913211,2713265,"Data",4
22913212,2713265,"Essential Documents",4
22913213,2713265,"Investigational Prod",1
22913214,2713265,"Other",1
22948545,2713266,"Data",2
22948546,2713266,"Informed Consent Doc",2
22951986,2713267,"Informed Consent Doc",1
22951987,2713267,"Other",1
22951988,2713267,"Site Qualifications",1
22954145,2713269,"Data",1
22954146,2713269,"Essential Documents",1
22954147,2713269,"Inclusion/Exclusion ",1
22954148,2713269,"Site Qualifications",4
22956349,2713270,"Alliance Partner/Ven",1
22956350,2713270,"Data",9
22956351,2713270,"Essential Documents",2
22956352,2713270,"Other",2
22956353,2713270,"Safety",2
22956354,2713270,"Site Qualifications",3
22915617,2713271,"Data",2
22915618,2713271,"Site Qualifications",1
22950939,2713274,"Essential Documents",1
22950940,2713274,"Informed Consent Doc",2
22939294,2713275,"Data",7
22927759,2713276,"Informed Consent Doc",1
22927760,2713276,"Site Qualifications",2
22924547,2713277,"Essential Documents",1
22924548,2713277,"Inclusion/Exclusion ",4
22924549,2713277,"Informed Consent Doc",1
22924550,2713277,"Safety",1
22913107,2713279,"Data",4
22913108,2713279,"Essential Documents",1
22913109,2713279,"Informed Consent Doc",2
22913110,2713279,"Investigational Prod",1
22913111,2713279,"Other",1
22913112,2713279,"Safety",2
22913113,2713279,"Site Qualifications",1
22954058,2712674,"Alliance Partner/Ven",2
22954059,2712674,"Data",3
22954060,2712674,"Essential Documents",4
22954061,2712674,"Informed Consent Doc",4
22954062,2712674,"Other",1
22954063,2712674,"Site Qualifications",2
22960417,2712675,"Data",1
22960418,2712675,"Essential Documents",1
22960419,2712675,"Other",1
22930221,2712676,"Alliance Partner/Ven",1
22930222,2712676,"Data",3
22930223,2712676,"Other",1
22930224,2712676,"Safety",1
22930225,2712676,"Site Qualifications",1
22952029,2712677,"Data",2
22952030,2712677,"Essential Documents",2
22952031,2712677,"Informed Consent Doc",2
22952032,2712677,"Investigational Prod",1
22952033,2712677,"Other",2
22952034,2712677,"Site Qualifications",1
22970341,2712678,"Data",1
22970342,2712678,"Essential Documents",1
22950429,2712679,"Alliance Partner/Ven",1
22950430,2712679,"Data",3
22950431,2712679,"Essential Documents",3
22950432,2712679,"Informed Consent Doc",1
22948543,2712680,"Data",3
22948544,2712680,"Safety",1
22924526,2712681,"Alliance Partner/Ven",1
22924527,2712681,"Data",2
22924528,2712681,"Other",2
22924529,2712681,"Site Qualifications",1
