"HM_STUDY_ID","PROTOCOL_ID","PFIZER_PROTOCOL_ID","DEVELOPMENT_PHASE","STUDY_STATUS_CURRENT","STUDY_THERAPEUTIC_AREA","STUDY_TYPE","YN_STUDY_CLOSED","CCS_CLINICAL_PLACEMENT","TOT_SUBJ_ENTERED_STUDY","EARLIEST_FSFV_FROM_SUBJECTS","EARLIEST_FSFV_FROM_SITES","EARLIEST_FSFV_FROM_MILESTONES","LATEST_LSLV_FROM_SITES","PLANNED_LSLV","ACTUAL_LSLV","ACTIVE_PATIENT_COUNT","YN_EXCLUDED","EXCLUDED_REASON","YN_VISUALIZE","ETL_COMMENTS","YN_PD_EXCLUDED","PD_EXCLUDED_REASON","YN_SAE_EXCLUDED","SAE_EXCLUDED_REASON","YN_RT_EXCLUDED","RT_EXCLUDED_REASON","YN_TL_EXCLUDED","TL_EXCLUDED_REASON"
99615,"C3391004","C3391004","N/A (NOT APPLICABLE)","ONGOING","GENETIC DISEASES","INTERVENTIONAL","N","EXTERNAL - PLANNED",1,2019-07-24,2019-07-24,NA,NA,2019-07-24,2019-07-24,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99165,"B7451013","B7451013","PHASE III","COMPLETED","INFLAMMATION","INTERVENTIONAL","N",NA,391,2018-06-29,2018-06-29,NA,2019-08-13,2019-09-06,2019-09-06,391,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
100110,"B7931033","B7931033","PHASE I","ONGOING","INFLAMMATION","INTERVENTIONAL","N","NEW HAVEN CRU - CONFIRMED",12,2019-09-24,2019-09-24,NA,NA,2019-10-11,2019-10-11,12,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26851,"700802","B9371021","PHASE IV","COMPLETED","VACCINES","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",179,NA,2009-04-26,2009-04-26,2017-05-10,2017-10-15,2017-10-15,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
27116,"B3461056","B3461056","PHASE I","COMPLETED","NEUROSCIENCE (NEUROLOGY)","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",30,2017-09-20,2017-09-20,2017-09-20,2018-03-01,2018-07-23,2018-07-23,30,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26953,"B5091010","B5091010","PHASE I","COMPLETED","VACCINES","INTERVENTIONAL","Y",NA,100,2016-02-15,2016-02-15,2016-02-15,2017-02-25,2017-09-27,2017-10-23,100,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26872,"C0341001","C0341001","PHASE I","ONGOING","INFLAMMATION","INTERVENTIONAL","N","PFIZER CRU AND EXTERNAL - CONFIRMED",97,2017-01-10,2016-04-27,NA,NA,NA,NA,97,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27098,"B7921005","B7921005","PHASE II","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",269,2016-11-10,2016-11-10,2016-11-10,2018-08-15,2019-07-17,2019-07-17,269,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27898,"C3291029","C3291029","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y",NA,32,2017-09-13,2017-09-13,NA,2017-11-27,2018-04-26,2019-09-02,32,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99483,"C3291037","C3291037","PHASE IV","ONGOING","DERMATOLOGY","INTERVENTIONAL","N",NA,113,2018-04-27,2018-04-27,NA,NA,2018-04-27,2018-04-27,125,"N",NA,"Y","V_RATIO:.106194690265; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27943,"C0221002","C0221002","PHASE IIA","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,2,2018-10-15,2018-10-15,NA,NA,2018-10-15,2018-10-15,2,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99507,"B1851190","B1851190","PHASE IV","COMPLETED","VACCINES","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",100,NA,2018-12-14,NA,2019-04-17,2019-09-09,2019-09-09,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99243,"B7931009","B7931009","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",8,2017-08-16,2017-08-16,NA,2017-10-12,2018-02-22,2018-02-22,8,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99252,"C3241001","C3241001","PHASE I","COMPLETED","NOT APPLICABLE","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",15,NA,2018-03-09,NA,2019-01-04,2019-05-15,2019-05-15,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99813,"B7921028","B7921028","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",15,2019-02-07,2019-02-07,NA,2019-04-29,2019-08-22,2019-08-22,15,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27575,"B5341002","B5341002","PHASE I","ONGOING","GENITOURINARY (SEXUAL HEALTH)","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",26,2019-01-19,2019-01-19,NA,NA,2019-01-19,2019-01-19,48,"N",NA,"Y","V_RATIO:.846153846154; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99140,"A0501107","A0501107","PHASE IV","COMPLETED","NEUROSCIENCE (PSYCHIATRY)","INTERVENTIONAL","N","EXTERNAL - PLANNED",36,NA,2018-11-06,NA,2019-02-27,2019-10-04,2019-10-04,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99369,"C3421003","C3421003","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",12,2018-04-30,2018-04-30,NA,2018-07-18,2019-01-11,2019-01-11,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99668,"B7451034","B7451034","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",12,2019-01-10,2019-01-10,NA,2019-03-12,2019-10-17,2019-10-17,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99725,"B3491017","B3491017","PHASE I","COMPLETED","PAIN","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",42,2018-11-07,2018-11-07,NA,2019-02-19,2019-09-12,2019-07-26,42,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99499,"B9991032","B9991032","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,179,2018-06-18,2018-06-18,NA,NA,2019-05-17,2019-05-17,180,"N",NA,"Y","V_RATIO:.005586592179; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99667,"B7451033","B7451033","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",12,2019-01-23,2019-01-23,NA,2019-04-11,2019-08-06,2019-08-06,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99626,"B7981017","B7981017","PHASE I","COMPLETED","IMMUNOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",12,2018-12-07,2018-12-07,NA,2019-02-21,2019-07-15,2019-07-15,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99627,"B7981016","B7981016","PHASE I","ONGOING","INFLAMMATION","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",6,2019-07-19,2019-07-19,NA,NA,2019-10-09,2019-10-09,6,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99853,"C2541012","C2541012","PHASE I","ONGOING","METABOLIC DISEASE","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",12,2019-08-13,2019-08-13,NA,NA,2019-09-10,2019-09-10,12,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99360,"C3671001","C3671001","PHASE II","ONGOING","VACCINES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",1235,2018-04-18,2018-04-18,NA,NA,2018-10-04,2018-10-04,1235,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27166,"B7841002","B7841002","PHASE II","COMPLETED","HEMATOLOGY","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",27,2017-03-08,2017-03-08,2017-03-08,2018-12-03,2019-05-23,2019-06-27,27,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27379,"C1171001","C1171001","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",96,NA,2016-08-12,NA,2017-03-27,NA,NA,96,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27939,"B7921011","B7921011","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",24,2017-09-11,2017-09-11,NA,2018-01-11,NA,NA,24,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27029,"B7461010","B7461010","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",19,2018-08-28,2018-08-23,2018-08-23,NA,2018-08-23,2018-08-23,19,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27031,"B7461012","B7461012","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",16,2017-01-03,2016-08-16,2016-08-16,2017-05-03,2017-09-25,2018-05-15,16,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27035,"B7461016","B7461016","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",20,2016-11-08,2016-11-08,2016-11-08,2017-02-06,2017-06-09,2017-06-11,20,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27553,"C1171007","C1171007","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",10,2019-03-13,2019-03-13,NA,2019-05-08,2019-09-02,2019-09-02,10,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99342,"B4371011","B4371011","PHASE III","ONGOING","PAIN","INTERVENTIONAL","N",NA,203,NA,2018-12-27,NA,NA,2018-12-27,2018-12-27,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99355,"B7471003","B7471003","PHASE II","ONGOING","VACCINES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",460,2018-04-16,2018-04-16,NA,NA,2018-07-19,2018-07-19,460,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99371,"B7471005","B7471005","PHASE I","COMPLETED","VACCINES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",104,NA,2018-08-29,NA,2019-03-29,2019-04-10,2019-04-10,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
100042,"C1061016","C1061016","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",10,2019-04-18,2019-04-18,NA,2019-06-25,2019-06-25,2019-06-25,10,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99785,"B7981021","B7981021","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",10,2019-04-15,2019-04-15,NA,2019-05-10,2019-08-27,2019-08-27,10,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99729,"B7451036","B7451036","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,85,2019-02-18,2019-02-18,NA,NA,2019-09-03,2019-09-03,124,"N",NA,"Y","V_RATIO:.458823529412; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99784,"B7981020","B7981020","PHASE I","ONGOING","INFLAMMATION","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",6,2019-08-19,2019-08-19,NA,NA,2019-08-19,2019-08-19,6,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
100263,"TA46-001","C4181002","PHASE I","ONGOING","GENETIC DISEASES","INTERVENTIONAL","N",NA,78,NA,2018-01-19,NA,NA,NA,NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99731,"C3671004","C3671004","PHASE IIB","ONGOING","VACCINES","INTERVENTIONAL","N",NA,35,2019-10-01,2019-10-01,NA,NA,2019-10-09,2019-10-09,662,"N",NA,"Y","V_RATIO:17.914285714286; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99294,"B9991030","B9991030","PHASE III","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,80,2018-07-19,2018-07-19,NA,NA,2019-03-19,2019-03-19,79,"N",NA,"Y","V_RATIO:.0125; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99197,"B7451015","B7451015","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,808,2018-03-08,2018-03-08,NA,NA,2018-03-08,2018-03-08,1201,"N",NA,"Y","V_RATIO:.486386138614; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99613,"B7931019","B7931019","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",33,2018-09-05,2018-09-05,NA,2019-02-06,2019-02-06,2019-02-06,33,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99301,"A0561026","A0561026","PHASE I","COMPLETED","INFECTIOUS DISEASES","INTERVENTIONAL","N","EXTERNAL - CONFIRMED",28,NA,2019-01-28,NA,2019-04-01,2019-03-06,2019-04-01,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99168,"C1061011","C1061011","PHASE IIA","ONGOING","METABOLIC DISEASE","INTERVENTIONAL","N","EXTERNAL - PLANNED",4,2019-07-18,2019-07-18,NA,NA,2019-07-18,2019-07-18,20,"N",NA,"Y","V_RATIO:4; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
27446,"A5481081","A5481081","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",44,2017-08-02,2017-08-02,NA,2017-11-18,2018-05-11,2018-05-11,44,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27754,"C2541003","C2541003","PHASE I","COMPLETED","METABOLIC DISEASE","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",12,2018-01-19,2018-01-19,NA,2018-04-04,2018-08-22,2018-08-22,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27842,"B5481001","B5481001","PHASE IV","COMPLETED","PAIN","INTERVENTIONAL","Y","EXTERNAL - PLANNED",55,NA,2018-09-24,NA,2019-01-15,2019-04-09,2019-07-12,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
27822,"C3391001","C3391001","PHASE I","ONGOING","GENETIC DISEASES","INTERVENTIONAL","N",NA,7,2018-01-23,2018-01-23,NA,NA,2018-12-19,2018-12-19,8,"N",NA,"Y","V_RATIO:.142857142857; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27824,"A8081066","A8081066","PHASE I","COMPLETED","ONCOLOGY","INTERVENTIONAL","Y","NEW HAVEN CRU - CONFIRMED",18,2017-06-20,2017-06-20,NA,2017-10-17,2018-03-13,2018-03-13,18,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27825,"B5141006","B5141006","PHASE I","COMPLETED","GASTROINTESTINAL","INTERVENTIONAL","Y",NA,68,2017-08-22,2017-08-22,NA,2017-09-24,2018-03-28,2018-03-28,68,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99183,"C3691001","C3691001","PHASE IV","COMPLETED","DERMATOLOGY","INTERVENTIONAL","Y",NA,29,NA,2018-03-20,NA,2018-06-14,2018-09-04,2018-09-04,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99401,"B7931010","B7931010","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",8,2019-01-07,2019-01-07,NA,2019-04-03,2019-09-02,2019-09-02,8,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99768,"B7981024","B7981024","PHASE I","ONGOING","INFLAMMATION","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",5,NA,2019-09-26,NA,NA,2019-10-24,2019-10-24,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99786,"B7981022","B7981022","PHASE I","COMPLETED","NOT APPLICABLE","INTERVENTIONAL","N","BRUSSELS CRU - CONFIRMED",12,2019-07-15,2019-07-15,NA,2019-10-11,2019-10-11,2019-10-11,12,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99131,"A5481092","A5481092","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,2,2019-05-24,2019-05-24,NA,NA,2019-10-01,2019-10-01,7,"N",NA,"Y","V_RATIO:2.5; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99651,"B3741003","B3741003","PHASE IV","COMPLETED","PAIN","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",22,NA,2019-03-26,NA,2019-05-12,2019-09-27,2019-10-01,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99174,"B7451014","B7451014","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,1117,2018-06-11,2018-06-11,NA,NA,2019-07-03,2019-07-03,803,"N",NA,"Y","V_RATIO:.281110116383; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99091,"C3661001","C3661001","PHASE IIA","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,19,2018-03-14,2018-03-07,NA,NA,2018-03-07,2018-03-07,25,"N",NA,"Y","V_RATIO:.315789473684; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99647,"C3851001","C3851001","PHASE I","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,9,2019-03-14,2019-03-14,NA,NA,2019-03-14,2019-03-14,9,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99650,"B7981019","B7981019","PHASE IIB","ONGOING","IMMUNOLOGY","INTERVENTIONAL","N",NA,193,2018-06-15,2018-11-26,NA,NA,2019-10-18,2019-10-18,193,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99109,"A1281201","A1281201","PHASE III","ONGOING","NEUROSCIENCE (PSYCHIATRY)","INTERVENTIONAL","N",NA,17,2018-12-21,2018-12-21,NA,NA,2018-12-21,2018-12-21,19,"N",NA,"Y","V_RATIO:.117647058824; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27775,"C0371004","C0371004","PHASE III","ONGOING","HEMATOLOGY","INTERVENTIONAL","N",NA,53,2018-07-10,2018-07-26,NA,NA,2019-05-07,2019-05-07,75,"N",NA,"Y","V_RATIO:.415094339623; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
99854,"B7931029","B7931029","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y",NA,20,NA,2019-03-23,NA,2019-05-12,2019-09-06,2019-09-06,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99230,"C3711001","C3711001","PHASE IIA","ONGOING","METABOLIC DISEASE","INTERVENTIONAL","N","EXTERNAL - PLANNED",89,2019-01-04,2019-01-04,NA,NA,2019-06-24,2019-06-24,99,"N",NA,"N","V_RATIO:.112359550562; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99617,"B7981015","B7981015","PHASE III","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,192,2018-12-03,2018-12-03,NA,NA,2019-08-23,2019-08-23,242,"N",NA,"Y","V_RATIO:.260416666667; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
27357,"B5061008","B5061008","PHASE I","COMPLETED","PAIN","INTERVENTIONAL","Y",NA,21,2016-08-31,2016-08-31,2016-08-31,2016-11-12,2017-05-03,2017-05-03,21,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27358,"A6131030","A6131030","PHASE IV","COMPLETED","NEUROSCIENCE (PSYCHIATRY)","INTERVENTIONAL","Y","EXTERNAL - CONFIRMED",27,NA,2018-11-10,2018-11-10,2019-01-13,2019-04-17,2019-04-13,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
26797,"A9421018","A9421018","PHASE II","TERMINATED","ONCOLOGY","INTERVENTIONAL","Y","EXTERNAL - PLANNED",22,2016-05-04,2016-05-04,2016-05-04,2017-10-10,2018-04-05,2018-04-05,22,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26880,"B9991001","B9991001","PHASE III","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,700,2016-04-28,2016-04-28,2016-04-28,NA,2017-07-19,2017-07-19,701,"N",NA,"Y","V_RATIO:.001428571429; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26882,"B9991003","B9991003","PHASE III","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,886,2016-03-23,2016-03-23,2016-03-23,NA,2019-02-15,2019-02-15,889,"N",NA,"Y","V_RATIO:.003386004515; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26883,"B9991004","B9991004","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,393,2013-09-13,2015-11-09,2015-11-09,NA,2015-11-09,2015-11-09,394,"N",NA,"Y","V_RATIO:.002544529262; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26884,"B9991005","B9991005","PHASE II","ONGOING","ONCOLOGY","INTERVENTIONAL","N",NA,43,2015-12-18,2015-12-18,2015-12-18,NA,2016-10-27,2016-10-27,43,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26886,"B9991007","B9991007","PHASE I","TERMINATED","ONCOLOGY","INTERVENTIONAL","Y",NA,33,2016-03-10,2016-03-10,2016-03-10,2019-04-11,2019-09-13,2019-09-13,35,"N",NA,"N","V_RATIO:.060606060606; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
26890,"B3741002","B3741002","PHASE III","COMPLETED","PAIN","INTERVENTIONAL","Y",NA,374,2017-10-24,2017-10-24,NA,2018-04-06,NA,NA,374,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27896,"C3291028","C3291028","PHASE IIB","ONGOING","INFLAMMATION","INTERVENTIONAL","N",NA,79,2019-06-15,2019-06-15,NA,NA,2019-08-18,2019-08-18,79,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99425,"B7451026","B7451026","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",20,2018-11-21,2018-11-21,NA,2019-02-18,2019-07-15,2019-07-15,20,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99436,"C0311002","C0311002","PHASE III","ONGOING","ENDOCRINE DISEASE","INTERVENTIONAL","N",NA,14,2019-02-07,2019-02-07,NA,NA,2019-02-07,2019-02-07,37,"N",NA,"Y","V_RATIO:1.642857142857; SD00:Subject data control check passed. Active Patient Count > Subject Entered Study Count","N",NA,"N",NA,"N",NA,"N",NA
99212,"B7451017","B7451017","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",24,2018-08-21,2018-09-12,NA,2018-12-13,2019-04-10,2019-04-10,24,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99213,"B7451022","B7451022","PHASE I","COMPLETED","INFLAMMATION","INTERVENTIONAL","Y","BRUSSELS CRU - CONFIRMED",25,2018-07-03,2018-07-03,NA,2018-10-16,2019-02-27,2019-02-27,25,"N",NA,"N","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
27847,"B4741004","B4741004","PHASE IV","COMPLETED","PAIN","INTERVENTIONAL","Y","EXTERNAL - PLANNED",40,NA,2018-10-24,NA,2019-02-08,2019-04-09,2019-04-09,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
99204,"B7451021","B7451021","PHASE I","ONGOING","INFLAMMATION","INTERVENTIONAL","N","PFIZER CRU AND EXTERNAL - CONFIRMED",23,2018-10-05,2018-10-05,NA,NA,2019-05-09,2019-05-09,23,"N",NA,"Y","V_RATIO:0; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99621,"B7471007","B7471007","PHASE III","ONGOING","VACCINES","INTERVENTIONAL","N",NA,3903,2018-12-12,2018-12-12,NA,NA,2019-03-14,2019-03-14,3902,"N",NA,"Y","V_RATIO:.000256213169; SD01:Subject data control check passed","N",NA,"N",NA,"N",NA,"N",NA
99250,"B7231003","B7231003","PHASE IV","COMPLETED","CARDIOVASCULAR","INTERVENTIONAL","N","EXTERNAL - PLANNED",28,NA,2019-01-21,NA,2019-05-31,2019-07-09,2019-09-07,NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA
27552,"C0371003","C0371003","PHASE II","ONGOING","HEMATOLOGY","INTERVENTIONAL","N",NA,13,2017-06-22,2017-06-22,NA,NA,2017-06-22,2017-06-22,1,"N",NA,"N","V_RATIO:.923076923077; SD02:Subject data control check failed.","N",NA,"N",NA,"N",NA,"N",NA
