ID,Symbol,Start_date,market_cap,Sector,Country,CEO,No.of employee,Revenue (Cr),Net-valuation (Cr),Share_price (RS),Company_background,Type,Product
PROJ0x18e8,,,?,Public_sector,,Jason Snider,,?,12812.59835167346,,Product and operation tests and inspections at different stages of the value chain are made to avoid these product recalls by ensuring end-user security and safety and compliance with the automotive industry requirements.MAN SE holds a 17.,Heavy Vehicles,JCP
PROJ0x2ab0,,"October,1961",small-cap,Private_sector,,Shari Wallace,,3.648909886737666,91.22274716844166,-5171.353874945543," In 1981, the first commercially available relational database management system (RDBMS) was released by Oracle. IT is considered to be a subset of information and communications technology (ICT). They typically contain data extracted from various sources, including external sources such as the Internet, organized in such a way as to facilitate decision support systems (DSS).",Light Vehicles,AI
PROJ0x83a7,TBX,,?,?,,Dorothy Clouse,,?,1880.0606643639926,207.05,The Rus-M was a proposed Russian family of launchers whose development began in 2009.Marcopolo owns 19% of New Flyer Industries.Navistar International and JAC has a joint venture called Anhui Jianghuai Navistar .,Heavy Vehicles,JCP
PROJ0x6693,,,small-cap,?,,Margaret Williams,,10.787362484244078,22878.15059921789,-1055.4023398161057," from Harvard Atlas of Economic ComplexityThe OICA counts over 50 countries which assemble, manufacture or disseminate automobiles.Tata Motors holds a 100% stake in Jaguar Land Rover.",Heavy Vehicles,Truck
PROJ0x6492,LTG,"September,2010",?,?,,?,12788.0,2.2866403844280487,457.3280768856098,70.1,"Data structures such as hash tables, arrays, and binary trees, and algorithms such as quicksort, can be useful for creating software.g.",Light Vehicles,AI
PROJ0x35b7,RML,,?,Private_sector,,?,,?,,680.35,"9 million units.23% stake and a 19.Comparison of orbital launch systemsList of orbital launch systemsSounding rocket, suborbital launch vehicleSmall-lift launch vehicle, capable of lifting up to 2,000 kg (4,400 lb) to low Earth orbitMedium-lift launch vehicle, capable of lifting 2,000 to 20,000 kg (4,400 to 44,000 lb) of payload into low Earth orbitHeavy-lift launch vehicle, capable of lifting 20,000 to 50,000 kg (44,000 to 110,000 lb) of payload into low Earth orbit.",Heavy Vehicles,JCP
PROJ0x34ee,,"September,1982",small-cap,?,,Melanie Shaeffer,,2.3662755353950384,59.15688838487596,82.55," In some countries, a requirement for the claimed invention to have an effect on the physical world may also be part of the requirements for a software patent to be held valid—although since all useful software has effects on the physical world, this requirement may be open to debate.All DMS consist of components, they allow the data they store to be accessed simultaneously by many users while maintaining its integrity.Application software  Application software or Applications are what most people think of when they think of software.",Light Vehicles,AI
PROJ0x57d9,VLY,,?,?,,?,,8.450947770725241,14617.151966134707,608.4,The automotive industry began in the 1860s with hundreds of manufacturers that pioneered the horseless carriage. Mahindra & Mahindra owns 51% and Navistar International owns 49%.Fiat Automobili Srbija owns a 54% stake in Zastava Trucks.,Heavy Vehicles,JCP
PROJ0x1178,QBJ,,?,Public_sector,,?,,?,,,"Ford and Koç Holding have a 50-50 joint venture called Ford Otosan . Of that figure, only 14 countries (boldfaced in the list below) currently possess the capability to design original production automobiles from the ground up.8% of Tofaş with another 37.",Light Vehicles,Bike
PROJ0x47e5,,,?,Private_sector,Virgin Islands (British),?,,8.608529318495531,1721.7058636991062,216.65,"Dongfeng Motor has a joint venture with AB Volvo called Dongfeng Nissan-Diesel .76%. The study, performed in 2010 expected this trend to accelerate.",Heavy Vehicles,Truck
PROJ0x16a2,,"January,1996",?,,,?,,?,2660.02075147541,324.5,"General Motors holds a 93% stake in GM India and SAIC Group holds a 7% stake.The automotive industry comprises a wide range of companies and organizations involved in the design, development, manufacturing, marketing, and selling of motor vehicles.",Light Vehicles,Bike
PROJ0x307c,,"October,1973",?,Private_sector,Spain,?,42285.0,2.0294420932097195,202.944209320972,," Companies like Oracle and Microsoft provide their own APIs so that many applications are written using their software libraries that usually have numerous APIs in them. The Antikythera mechanism, dating from about the beginning of the first century BC, is generally considered to be the earliest known mechanical analog computer, and the earliest known geared mechanism.",Light Vehicles,AI
PROJ0x25f1,,,?,Private_sector,,?,,-999.0,4784.130289921927,483.6,"Ford and Koç Holding have a 50-50 joint venture called Ford Otosan . in production and held this rank until 2009, when China took the top spot with 13.",Light Vehicles,Bike
PROJ0x7307,,"August,1961",?,?,Martinique,?,,1.5917317765284895,,1521.1066154167995," For instance, the design and creation of Microsoft Word took much more time than designing and developing Microsoft Notepad because the latter has much more basic functionality.A person who creates software is called a programmer, software engineer or software developer, terms that all have a similar meaning.",Light Vehicles,AI
PROJ0x3b36,BWS,"September,1991",large-cap,Private_sector,,?,28351.0,?,5131.6305884103995,5385.389278773323,"Isuzu and Anadolu Group have a 50-50% joint venture called Anadolu Isuzu .3 million units manufactured in 2012, China almost doubled the U.",Light Vehicles,Car
PROJ0x459d,VNFE,,small-cap,Private_sector,,Andrew Bourgeois,20271.0,5.9832562064833175,,-1371.727860059312,"76%.The Energia launcher was designed to launch up to 105 t (231,000 lb) to low Earth orbit.The Space Shuttle differed from traditional rockets in that the orbiter was essentially a reusable stage that carried cargo internally.",Heavy Vehicles,JCP
PROJ0x121c,OUW,,small-cap,,,Marion Severn,,2.352636032609804,58.815900815245094,55.5," Each instruction causes the computer to carry out an operation—moving data, carrying out a computation, or altering the control flow of instructions.At the lowest programming level, executable code consists of machine language instructions supported by an individual processor—typically a central processing unit (CPU) or a graphics processing unit (GPU). User software includes spreadsheet templates and word processor templates.",Light Vehicles,AI
PROJ0x8100,CWBD,"September,1991",?,?,,Sandra Tabor,20372.0,-999.0,-38789.2212608669,-4336.430530401735," Computer science is the theoretical study of computer and software (Turing's essay is an example of computer science), whereas software engineering is the application of engineering and development of software.e. For instance, a Microsoft Windows desktop application might call API functions in the .",Light Vehicles,AI
PROJ0xbec,,"February,1994",?,Public_sector,,?,,?,3984.7814524935106,3046.5707898534192," ISRO has confirmed to be conducting preliminary research for the development of a super heavy-lift launch vehicle which is planned to have a lifting capacity of over 50-60 tonnes (presumably into LEO). Ares V for the Constellation program was intended to reuse many elements of the Space Shuttle program, both on the ground and flight hardware, to save costs.55% stake in the Audi Group.",Heavy Vehicles,Truck
PROJ0x9b7e,FGE,,?,Private_sector,,?,44232.0,?,-35370.347178988435,218.5,"Isuzu and General Motors has a 50-50% joint venture called Isuzu Truck South Africa .4% of Nissan shares, and Nissan holding 15% of (non-voting) Renault shares.",Light Vehicles,Bike
PROJ0x4981,,,?,,Dominica,Pamela Chandler,38561.0,-999.0,,364.4,"Changan Automobile has a joint venture with Groupe PSA (Changan PSA ), both hold a 50-50% stake.Dongfeng Motor has a 50-50% joint venture with Honda called Dongfeng Honda .",Light Vehicles,Car
PROJ0x1037,,"July,1950",?,Public_sector,,Norman Eden,,?,,59.8," This is in contrast to physical hardware, from which the system is built and actually performs the work.NET, or even JavaScript that runs on the server. Data warehouses began to be developed in the 1980s to integrate these disparate stores.",Light Vehicles,AI
PROJ0x9b2b,FOTR,,?,Public_sector,Mexico,Willie Bolin,,32.645619822958594,-37099.182508629216,-3524.0908148258704,"Daimler holds an 89.Blue Origin has plans for a project following their New Glenn rocket, termed New Armstrong, which some media sources have speculated will be a larger launch vehicle.",Light Vehicles,Truck
PROJ0x24db,,,?,Private_sector,Marshall Islands,Lois Elliston,42369.0,16.99832266884086,,6491.208219135678,87 persons.Notable current relationships include:Daihatsu holds a 25% stake in Perodua.,Heavy Vehicles,JCP
PROJ0x689c,,,?,?,,John Sexton,77061.0,16.720979250135766,,456.7,"25% stake in Toyota. Mahindra & Mahindra owns 51% and Navistar International owns 49%. Buran was intended to be a reusable copy of the Space Shuttle Orbiter, but not a rocket stage as it had no rocket engines (except for on-orbit maneuvering).",Heavy Vehicles,Truck
PROJ0x4d3e,,,?,?,Haiti,?,,14.1850499255337,3546.262481383424,879.4," The Detroit branch of Boston Consulting Group predicted that, by 2014, one-third of world demand would be in the four BRIC markets (Brazil, Russia, India and China). Meanwhile, in the developed countries, the automotive industry has slowed.This is the list of the 15 largest publicly-traded car manufacturers by market capitalisation as of 15 May 2021, according to CompaniesMarketCap.",Light Vehicles,Bike
PROJ0x84e5,,"September,1963",?,?,,Karen Bass,44286.0,?,,95.95," IDEs may do this by either invoking the relevant individual tools or by re-implementing their functionality in a new way. Each device needs at least one corresponding device driver; because a computer typically has at minimum at least one input device and at least one output device, a computer typically needs more than one device driver. The earliest known publication of the term ""software"" in an engineering context was in August 1953 by Richard R.",Light Vehicles,AI
PROJ0x7b85,,,?,Private_sector,,Lloyd Hull,,?,,," Safety is a state that implies to be protected from any risk, danger, damage or cause of injury.Paccar has a 19% stake in Tatra.Daimler holds an 89.",Light Vehicles,Bike
PROJ0x31ac,,,?,Private_sector,,Shannon Cosgrove,34733.0,23.691156571463427,3553.6734857195147,612.55, both companies also have a joint venture called Beijing Foton Daimler Automobile.Geely Automobile holds a 49.,Heavy Vehicles,JCP
PROJ0x730a,,,large-cap,?,,?,,-999.0,1437.8347466421253,555.85,Ford and Navistar International have a 50-50 joint venture called Blue Diamond Truck . automobile industry produced over 90% of them.,Light Vehicles,Bike
PROJ0x2141,,"August,2010",large-cap,?,,Darrell Benavides,,16.807621319246593,1680.7621319246591,-9131.098448009205,"Product and operation tests and inspections at different stages of the value chain are made to avoid these product recalls by ensuring end-user security and safety and compliance with the automotive industry requirements.Tata Motors and Marcopolo have a joint venture called Tata Marcopolo, where Tata owns 51% and Marcopolo owns 49%.",Light Vehicles,Truck
PROJ0x320a,,,large-cap,Private_sector,,Paul Reitano,,?,,713.1,S.com. The only Universal Rocket to make it past the design phase was the UR-500 while the N1 was selected to be the Soviets' HLV for lunar and Martian missions.,Heavy Vehicles,Truck
PROJ0x9856,,,mid-cap,?,,Alan Manzanares,,?,,3480.856572178077,"61% and EBRD owns 16.Hyundai Motor Company and Kibar Holding has a joint venture called Hyundai Assan Otomotiv, Hyundai owns 70% and Kibar Holding owns 30%.S.",Heavy Vehicles,Truck
PROJ0x158c,,,small-cap,?,,?,,?,31.86463874040029,51.8," Depending on how competently the user-written software has been integrated into default application packages, many users may not be aware of the distinction between the original packages, and what has been added by co-workers. Ideas for useful things that software could do, and user requirements, are not supposed to be patentable, and concrete implementations (i. Carhart, in a Rand Corporation Research Memorandum.",Light Vehicles,AI
PROJ0x2a21,CCH,,?,?,,Wendie Miller,19194.0,?,,, both companies also have a joint venture called Beijing Foton Daimler Automobile. It is one of the world's largest industries by revenue.,Heavy Vehicles,JCP
PROJ0x7b32,DUEK,"February,1968",small-cap,?,,Michael Powell,,2.4845090771343243,-6590.8604447732105,-8930.404171853334," ISBN 9780735211759. Carhart, in a Rand Corporation Research Memorandum.",Light Vehicles,AI
PROJ0x6b70,XPOS,,large-cap,Public_sector,,?,,24.556995969547877,20598.177820677884,799.4," BMW owns a 50% stake, Brilliance owns a 40.General Motors holds a 93% stake in GM India and SAIC Group holds a 7% stake.Geely Automobile holds a 49.",Light Vehicles,Bike
PROJ0x4d28,,"February,1981",large-cap,?,,Travis Dotson,,15.887636094518983,,555.6,"FAW Group has a 50-50 joint venture with Volkswagen Group called FAW-Volkswagen . This term, as proposed by Elmer Sperry(1860-1930), first came into use with reference to automobiles in 1898.Toyota holds a 5.",Light Vehicles,Car
PROJ0x67fe,HRS,"September,1991",?,Public_sector,,Tyler Shuman,,10.989759469885248,2747.439867471312,354.35, These ownerships can be explored under the detail for the individual companies.Toyota holds a 100% stake in Daihatsu.,Light Vehicles,Car
PROJ0x44a3,,,?,Public_sector,,?,,16.47909981592985,,719.7,"3 million units, while Japan was in third place with 9.General Motors, AvtoVAZ, and EBRD have a joint venture called GM-AvtoVAZ, Both GM and AvtoVAZ owns 41.",Light Vehicles,Bike
PROJ0x454e,IKFD,"June,2013",large-cap,?,,?,,-999.0,21348.865897846183,-4358.554725781431,"Many franchised dealers also retail used LCVs, with the poorer quality examples sent to specialist auctions for sale.Fujian Motors Group holds a 15% stake in King Long.Toyota holds a 100% stake in Daihatsu.",Light Vehicles,Bike
PROJ0x16e4,,,large-cap,Private_sector,,?,,17.42205083430601,,6696.3259568295825,Geely Automobile holds a 23% stake in The London Taxi Company.com/It is common for automobile manufacturers to hold stakes in other automobile manufacturers.,Light Vehicles,Truck
PROJ0x40be,,,?,?,Saint Kitts And Nevis,?,,15.963582679590894,3192.7165359181786,934.35,"5% stake. Safety for the automobiles themselves, implies that there is no risk of damage.",Heavy Vehicles,Truck
PROJ0xbbf,,,?,?,France,?,,20.874327512923465,6262.298253877038,4674.016314654767," The Detroit branch of Boston Consulting Group predicted that, by 2014, one-third of world demand would be in the four BRIC markets (Brazil, Russia, India and China).Changan Automobile and Ford have a 50-50% joint venture called Changan Ford.Mahindra & Mahindra and Navistar International have a joint venture called Mahindra Trucks and Buses Limited .",Heavy Vehicles,JCP
PROJ0x40ea,,,large-cap,Public_sector,,?,18387.0,16.8184477907006,,617.5,"Daimler holds a 10. This procedure is called product recall.This is the list of the 10 largest publicly-traded car manufacturers by Revenue as of 15 May 2021, according to https://companiesmarketcap.",Heavy Vehicles,JCP
PROJ0x60ec,WSE,"June,1962",?,?,,?,115.0,?,256.16358609729656,6928.968519184256,"Electronic computers, using either relays or valves, began to appear in the early 1940s. This is in contrast to physical hardware, from which the system is built and actually performs the work.",Light Vehicles,AI
PROJ0x7af0,,"April,1986",?,Public_sector,,?,45259.0,-999.0,727.5976810683435,-6224.527016963278,". They typically contain data extracted from various sources, including external sources such as the Internet, organized in such a way as to facilitate decision support systems (DSS). Each instruction causes the computer to carry out an operation—moving data, carrying out a computation, or altering the control flow of instructions.",Light Vehicles,AI
PROJ0xbbe,,,small-cap,Private_sector,,?,,1.3338995240947829,,, produced about 75 percent of world's auto production. both companies also have a joint venture called Beijing Foton Daimler Automobile.,Heavy Vehicles,JCP
PROJ0x1bf3,,"January,1958",mid-cap,?,,?,10777.0,-999.0,1108.074869684856,-3074.9955365238893,"5 t (195,200 lb) on a TLI making it one of the most capable vehicles ever designed.A 1962 design proposal, Sea Dragon, called for an enormous 150 m (490 ft) tall, sea-launched rocket capable of lifting 550 t (1,210,000 lb) to low Earth orbit.",Light Vehicles,Truck
PROJ0x5340,,,?,?,,?,25629.0,?,,-4994.299325278719,"Software patents are controversial in the software industry with many people holding different views about them. Software can be tested through unit testing, regression testing and other methods, which are done manually, or most commonly, automatically, since the amount of code to be tested can be quite large. High-level languages are translated into machine language using a compiler or an interpreter or a combination of the two.",Light Vehicles,AI
PROJ0x6ab9,SIG,,small-cap,Private_sector,,Erma Meyer,,1.234024610721737,123.40246107217371,-1200.347241754588,"The Rus-M was a proposed Russian family of launchers whose development began in 2009.MAN SE and UzAvtosanoat have a joint venture called MAN Auto-Uzbekistan, UzAvtosanoat owns 51% and MAN SE owns 49%.",Light Vehicles,Truck
PROJ0x4d88,,,small-cap,?,,?,,11.396042341365266,,," Ltd. The study, performed in 2010 expected this trend to accelerate.",Light Vehicles,Car
PROJ0x117e,NAL,,?,?,,?,,-999.0,693.3411607257758,781.55,"Navistar International and JAC has a joint venture called Anhui Jianghuai Navistar . The three had a total mass of 45 t (99,000 lb).7% stake in MAN SE (55.",Heavy Vehicles,JCP
PROJ0x8d9b,,"January,1976",large-cap,Public_sector,,?,,14.535723201631017,,,"Product and operation tests and inspections at different stages of the value chain are made to avoid these product recalls by ensuring end-user security and safety and compliance with the automotive industry requirements.Safety in the automotive industry is particularly important and therefore highly regulated. Safety for the automobiles themselves, implies that there is no risk of damage.",Light Vehicles,Bike
PROJ0x6afd,MHS,,?,?,,?,,11.192671052904618,,561.35,"Navistar International and JAC has a joint venture called Anhui Jianghuai Navistar . The exceptions to these are Mercedes-Benz, which has a dedicated commercial vehicle network for heavy and light commercial vehicles, Volkswagen, whose franchised dealers usually have standalone van centres, Iveco, and Isuzu Truck.",Light Vehicles,Bike
PROJ0x10d6,,,large-cap,?,,?,668.0,20.37290641228384,,-486.3017653859281,"Yenisei, a super heavy-lift launch vehicle using existing components instead of pushing the less-powerful Angara A5V project, was proposed by Russia's RSC Energia in August 2016.25% stake in Toyota.Porsche Automobil Holding SE has a 50.",Heavy Vehicles,Truck
PROJ0x45a,,,?,Public_sector,,?,,-999.0,455.4840679877343,,"8% of Tofaş with another 37.1% in the Renault-Nissan Alliance, while Renault-Nissan Alliance holds a 3.General Motors and UzAvtosanoat have a joint venture called GM Uzbekistan, UzAvtosanoat owns 75% and General Motors owns 25%.",Light Vehicles,Car
PROJ0x30d1,,,?,Public_sector,,John Kinkel,,-999.0,3081.096997339743,-1130.8266691950043,FAW Group owns 49% of Haima Automobile.74% voting stake in Volkswagen Group.,Light Vehicles,Truck
PROJ0xbdc,,"June,2003",?,?,,Justin Ernst,,7.884727172788918,,505.5,"Marcopolo owns 19% of New Flyer Industries. Outside China Daimler AG and BYD Auto have a joint venture called Denza, both companies hold a 50-50% stake.Notable current relationships include:Daihatsu holds a 25% stake in Perodua.",Light Vehicles,Car
PROJ0x7e3b,,,small-cap,Private_sector,,?,,-999.0,,396.1,Volkswagen Group holds a 37.Volvo Group and Eicher Motors has a 50-50% joint venture called VE Commercial Vehicles.,Heavy Vehicles,JCP
PROJ0x7f1e,NCK,,large-cap,,,Donald Dunleavy,,?,2817.053943638988,593.7,1% stake in Hino. In 2017 the 12 m design was succeeded at SpaceX by a 9 m (30 ft) diameter concept Big Falcon Rocket which was renamed as SpaceX Starship.,Heavy Vehicles,Truck
PROJ0x3991,,,large-cap,?,,Janice Reta,29258.0,20.13689623593161,17455.982438700605,5155.82150100312,"Mahindra & Mahindra has a joint venture with Ford Motor Company in India, where Mahindra & Mahindra owns 51% and Ford owns 49%.Mahindra & Mahindra holds a 70% stake in SsangYong Motor .",Light Vehicles,Car
PROJ0x6b64,,"November,2011",large-cap,Private_sector,,?,49180.0,7.012000658343962,2103.6001975031886,161.95,Ford and Navistar International have a 50-50 joint venture called Blue Diamond Truck .29% stake in Mitsubishi Fuso Truck and Bus Corporation.Volkswagen Group holds a 37.,Heavy Vehicles,Truck
PROJ0x320d,,,?,Public_sector,,?,1298.0,-999.0,,125.65," In the United States, vehicle sales peaked in 2000, at 17.8 t (508,800 lb) into low earth orbit and 88.Fiat Industrial owns a 46% stake in Zastava Trucks.",Light Vehicles,Truck
PROJ0x2ec8,,,?,Private_sector,,Priscilla Browder,,31.28465250762844,4692.697876144265,10233.919926100818,"PSA and CK Birla Group (AVTEC) have a 50-50% joint venture called PSA AVTEC Powertrain Pvt.55% stake in the Audi Group.880 t (354,680 lb) to Low earth orbit.",Heavy Vehicles,JCP
PROJ0x2ee0,,,?,Private_sector,,?,20684.0,-999.0,18113.389224348062,309.5," In 2006, Japan narrowly passed the U.Emerging automobile markets already buy more cars than established markets.",Heavy Vehicles,Truck
PROJ0x2833,,,?,?,,?,,20.407002199526183,4081.400439905237,-413.319990529368,"Ford and Lio Ho Group have a joint venture called Ford Lio Ho, Ford owns 70% and Lio Ho Group owns 30%.The word automotive comes from the Greek autos (self), and Latin motivus (of motion), referring to any form of self-powered vehicle.",Heavy Vehicles,Truck
PROJ0x6953,,,small-cap,?,Tokelau,?,,16.70157661434779,,343.6,3% stake and a 15.3% stake and a 15.,Light Vehicles,Car
PROJ0x7194,,"August,1975",?,Private_sector,,?,4218.0,1.5158339243506125,,8596.844393971814," New York: Pantheon Books. As an evolution of the Standard Generalized Markup Language (SGML), XML's text-based structure offers the advantage of being both machine and human-readable. An IDE can make it easier to do specific tasks, such as searching in files in a particular project.",Light Vehicles,AI
PROJ0x244e,,"December,1974",small-cap,?,Barbados,?,,3.3305180595395973,-27167.362239274364,, Product recalls happen in every industry and can be production-related or stem from the raw material.General Motors holds a 94% stake in GM Korea and SAIC Group holds a 6% stake.55% stake in the Audi Group.,Light Vehicles,Car
PROJ0x43a8,,,?,Public_sector,,?,,21.885224937910728,6565.567481373218,757.45,"73% stake in Scania (68. Usually, a car dealer will have a franchise for the sale of a manufacturer's cars and the LCVs will be sold as an addition.Marcopolo owns 19% of New Flyer Industries.",Light Vehicles,Car
PROJ0x9322,,"March,1973",mid-cap,Private_sector,,?,262.0,4.423617094478831,,," Depending on how competently the user-written software has been integrated into default application packages, many users may not be aware of the distinction between the original packages, and what has been added by co-workers.In an academic context, the Association for Computing Machinery defines IT as ""undergraduate degree programs that prepare students to meet the computer technology needs of business, government, healthcare, schools, and other kinds of organizations . As noted in a different section, software is usually created on top of existing software and the application programming interface (API) that the underlying software provides like GTK+, JavaBeans or Swing.",Light Vehicles,AI
PROJ0x64fd,JIA,,small-cap,Private_sector,Eritrea,?,2850.0,15.655263063339303,,663.85," In 2006, Japan narrowly passed the U.Dongfeng Motor and PSA Group have a 50-50% joint venture called Dongfeng Peugeot-Citroen .Mitsubishi Group holds 20% of Mitsubishi Motors.",Heavy Vehicles,Truck
PROJ0xeef,RRA,,?,Private_sector,Lebanon,?,,5.668161580018091,,279.4,"Daimler AG and Geely Holding Group have a joint venture called smart Automobile, both companies hold a 50-50% stake.In case of safety issues, danger, product defect or faulty procedure during the manufacturing of the motor vehicle, the maker can request to return either a batch or the entire production run.Geely Automobile holds a 23% stake in The London Taxi Company.",Light Vehicles,Truck
PROJ0x684f,,"April,1950",?,?,,?,,19.13544165575571,1913.5441655755708,763.75,S.5% stake.Isuzu owns 10% of Industries Mécaniques Maghrébines.,Light Vehicles,Truck
PROJ0x9b33,,,mid-cap,?,Cocos Islands,?,,?,-25929.660477791105,,BMW and Brilliance have a joint venture called BMW Brilliance .Safety in the automotive industry is particularly important and therefore highly regulated.Dongfeng Motor has a joint venture with AB Volvo called Dongfeng Nissan-Diesel .,Light Vehicles,Car
PROJ0x8af,LJU,"October,1999",?,Private_sector,Nepal,?,2933.0,11.179448543111613,-18562.24293240124,," production of 10.3% stake and a 15. Usually, a car dealer will have a franchise for the sale of a manufacturer's cars and the LCVs will be sold as an addition.",Light Vehicles,Car
PROJ0x6437,,,?,Public_sector,,Laura Jones,,20.86928117243428,4173.856234486855,614.6,Product and operation tests and inspections at different stages of the value chain are made to avoid these product recalls by ensuring end-user security and safety and compliance with the automotive industry requirements.SAIPA holds a 51% stake in Pars Khodro.,Light Vehicles,Truck
PROJ0x57cf,,,large-cap,Public_sector,Tajikistan,?,,?,26680.671177363452,1766.7489207591625,Isuzu owns 10% of Industries Mécaniques Maghrébines.Geely Holding Group holds an 8.9% stake in PROTON Holdings and a 51% stake in Lotus Cars.,Light Vehicles,Car
PROJ0x7de1,,,small-cap,Public_sector,,?,,-999.0,693.7959331638768,,Toyota holds a 50. This procedure is called product recall.,Heavy Vehicles,JCP
PROJ0x3bf0,,,large-cap,?,,?,,20.882704526649768,5220.6761316624425,-2445.547735352713," In 1980, the U. production of 10.",Light Vehicles,Car
PROJ0x7182,KMN,,mid-cap,,,?,79835.0,8.381507614215304,,260.65,"Notable current relationships include:Daihatsu holds a 25% stake in Perodua.Based on the recommendations of the Stafford Synthesis report, First Lunar Outpost (FLO) would have relied on a massive Saturn-derived launch vehicle known as the Comet HLLV.",Heavy Vehicles,Truck
PROJ0x3cb7,,"March,2009",large-cap,,,?,,7.366042083207443,1841.5105208018604,-2047.4059789346286,"The automotive industry began in the 1860s with hundreds of manufacturers that pioneered the horseless carriage.General Motors and SAIC Motor, both have two joint ventures in SAIC-GM and SAIC-GM-Wuling.",Light Vehicles,Car
PROJ0xa88,,"September,1999",?,?,,?,,-999.0,29296.363118790083,-944.3222719632221, Other potentially powerful automotive markets are Iran and Indonesia.FCA holds 37.,Light Vehicles,Car
PROJ0x3976,,,large-cap,,Lebanon,Eugene Hardy,,?,,531.45,com.PSA and Toyota have a 50-50% joint venture called Toyota Peugeot Citroen Automobile Czech .,Light Vehicles,Bike
PROJ0x9c0c,,,?,?,,Betty Wojner,,?,3639.6691135599563,," Other potentially powerful automotive markets are Iran and Indonesia.74% voting stake in Volkswagen Group.Many franchised dealers also retail used LCVs, with the poorer quality examples sent to specialist auctions for sale.",Light Vehicles,Bike
PROJ0x71f3,,,?,?,,?,216.0,?,-17357.470465327402,3872.003381593771,"All of the above light commercial vehicles are sold through dealer networks.Navistar International and JAC has a joint venture called Anhui Jianghuai Navistar .Ford and Lio Ho Group have a joint venture called Ford Lio Ho, Ford owns 70% and Lio Ho Group owns 30%.",Light Vehicles,Car
PROJ0x767b,,,large-cap,,,?,74063.0,20.9023521273692,,-6561.063135549691," In February 2018, the КРК СТК (space rocket complex of the super-heavy class) design was updated to lift at least 90 tonnes to LEO and 20 tonnes to lunar polar orbit, and to be launched from Vostochny Cosmodrome.8 million units.",Heavy Vehicles,Truck
PROJ0x4747,,"October,1953",mid-cap,Private_sector,,?,,28.142481243959075,,812.05,"Hyundai Motor Company and Kibar Holding has a joint venture called Hyundai Assan Otomotiv, Hyundai owns 70% and Kibar Holding owns 30%.Volkswagen Group holds a 37.3 million units manufactured in 2012, China almost doubled the U.",Light Vehicles,Bike
PROJ0x1a6a,,,?,Private_sector,,?,59870.0,18.080424357859414,5424.127307357825,,"1% stake in Hino. At that time, the U.Ford and Koç Holding have a 50-50 joint venture called Ford Otosan .",Heavy Vehicles,JCP
PROJ0x2bab,XIIP,,small-cap,?,,?,,3.7304127684034247,1186.1972406825225,3894.923813826703, Product recalls happen in every industry and can be production-related or stem from the raw material.76%.Fujian Motors Group holds a 15% stake in King Long.,Light Vehicles,Car
PROJ0x15d6,,,large-cap,?,,?,,?,2840.9595659161805,,"Sollers JSC is involved in joint ventures with Ford (Ford Sollers ) and Mazda to produce cars.Toyota holds a 50.In 2007, there were about 806 million cars and light trucks on the road, consuming over 980 billion litres (980,000,000 m3) of gasoline and diesel fuel yearly.",Light Vehicles,Bike
PROJ0x392a,FRW,,?,,,?,,15.47475711774643,12007.875671819329,381.4," In the concept, it was to have had a payload capacity of up to 151 t (333,000 lb) to low earth orbit.2% stake in Toyota.Isuzu and Anadolu Group have a 50-50% joint venture called Anadolu Isuzu .",Heavy Vehicles,Truck
PROJ0x6d1c,,,large-cap,Private_sector,,?,,5.94778344428522,,298.8,S.Fujian Motors Group holds a 15% stake in King Long.,Heavy Vehicles,Truck
PROJ0x4a70,SIIE,,small-cap,Public_sector,,?,,?,,7082.997499018044," Application software is often purchased separately from computer hardware. Sometimes applications are bundled with the computer, but that does not change the fact that they run as independent applications.The relational database model introduced a programming-language independent Structured Query Language (SQL), based on relational algebra.",Light Vehicles,AI
PROJ0x537f,,,?,Public_sector,,?,,-999.0,43548.87858042434,-9439.250830294459," Media related to Automotive industry at Wikimedia CommonsAlliance of Automobile Manufacturers Archived 12 September 2020 at the Wayback MachineA super heavy-lift launch vehicle (SHLLV) is a launch vehicle capable of lifting more than 50 tonnes (110,000 lb) (by NASA classification) or 100 tonnes (220,000 lb) (by Soviet/Russian classification) of payload into low Earth orbit (LEO). Ltd.",Heavy Vehicles,Truck
PROJ0x39f0,,,?,Private_sector,,?,,-999.0,3529.099898303929,6713.804533895243,Paccar has a 19% stake in Tatra.SAIPA holds a 51% stake in Pars Khodro.S.,Light Vehicles,Car
PROJ0x4ee0,,"March,2009",large-cap,?,,Stacey Newsome,547.0,-999.0,-18208.78340929115,-1024.074165019885,"Changan Automobile has a joint venture with Suzuki (Changan Suzuki ), both hold a 50-50% stake.Comparison of orbital launch systemsList of orbital launch systemsSounding rocket, suborbital launch vehicleSmall-lift launch vehicle, capable of lifting up to 2,000 kg (4,400 lb) to low Earth orbitMedium-lift launch vehicle, capable of lifting 2,000 to 20,000 kg (4,400 to 44,000 lb) of payload into low Earth orbitHeavy-lift launch vehicle, capable of lifting 20,000 to 50,000 kg (44,000 to 110,000 lb) of payload into low Earth orbit.",Light Vehicles,Truck
PROJ0x108e,,"August,1979",large-cap,,,Paula Hicks,,32.3355122600177,4850.326839002655,3552.543625881999," The Ares V was designed to carry 188 t (414,000 lb) and was cancelled in 2010.94% exercisable voting rights in PSA Groupe.S.",Heavy Vehicles,Truck
